wind(m/s),    lat,     lon
    9.44,   25.11,  272.86
    9.58,   25.11,  272.89
    9.68,   25.11,  272.93
    9.76,   25.11,  272.97
    9.83,   25.11,  273.01
    9.91,   25.11,  273.05
    9.99,   25.11,  273.09
   10.06,   25.11,  273.13
   10.14,   25.11,  273.17
   10.22,   25.11,  273.21
   10.30,   25.11,  273.24
   10.37,   25.11,  273.28
   10.45,   25.11,  273.32
   10.53,   25.11,  273.36
   10.61,   25.11,  273.40
   10.69,   25.11,  273.44
   10.77,   25.11,  273.48
   10.86,   25.11,  273.52
   10.94,   25.11,  273.55
   11.03,   25.11,  273.59
   11.10,   25.11,  273.63
   11.18,   25.11,  273.67
   11.27,   25.11,  273.71
   11.36,   25.11,  273.75
   11.45,   25.11,  273.79
   11.54,   25.11,  273.83
   11.63,   25.11,  273.86
   11.72,   25.11,  273.90
   11.81,   25.11,  273.94
   11.90,   25.11,  273.98
   11.99,   25.11,  274.02
   12.08,   25.11,  274.06
   12.17,   25.11,  274.10
   12.26,   25.11,  274.14
   12.35,   25.11,  274.17
   12.44,   25.11,  274.21
   12.53,   25.11,  274.25
   12.62,   25.11,  274.29
   12.71,   25.11,  274.33
   12.80,   25.11,  274.37
   12.88,   25.11,  274.41
   12.97,   25.11,  274.45
   13.06,   25.11,  274.48
   13.15,   25.11,  274.52
   13.24,   25.11,  274.56
   13.32,   25.11,  274.60
   13.41,   25.11,  274.64
   13.50,   25.11,  274.68
   13.59,   25.11,  274.72
   13.67,   25.11,  274.76
   13.76,   25.11,  274.79
   13.84,   25.11,  274.83
   13.93,   25.11,  274.87
   14.02,   25.11,  274.91
   14.11,   25.11,  274.95
   14.20,   25.11,  274.99
   14.29,   25.11,  275.03
   14.37,   25.11,  275.07
   14.46,   25.11,  275.11
   14.55,   25.11,  275.14
   14.64,   25.11,  275.18
   14.72,   25.11,  275.22
   14.81,   25.11,  275.26
   14.89,   25.11,  275.30
   14.98,   25.10,  275.34
   15.06,   25.10,  275.38
   15.14,   25.10,  275.42
   15.23,   25.10,  275.45
   15.31,   25.10,  275.49
   15.39,   25.10,  275.53
   15.47,   25.10,  275.57
   15.56,   25.10,  275.61
   15.64,   25.10,  275.65
   15.72,   25.10,  275.69
   15.80,   25.10,  275.73
   15.88,   25.10,  275.76
   15.95,   25.10,  275.80
   16.03,   25.10,  275.84
   16.11,   25.09,  275.88
   16.19,   25.09,  275.92
   16.26,   25.09,  275.96
   16.34,   25.09,  276.00
   16.41,   25.09,  276.04
   16.49,   25.09,  276.07
   16.56,   25.09,  276.11
   16.63,   25.09,  276.15
   16.70,   25.09,  276.19
   16.77,   25.09,  276.23
   16.84,   25.09,  276.27
   16.90,   25.08,  276.31
   16.97,   25.08,  276.35
   17.03,   25.08,  276.38
   17.10,   25.08,  276.42
   17.16,   25.08,  276.46
   17.22,   25.08,  276.50
   17.28,   25.08,  276.54
   17.35,   25.08,  276.58
   17.41,   25.08,  276.62
   17.47,   25.07,  276.66
   17.53,   25.07,  276.69
   17.59,   25.07,  276.73
   17.64,   25.07,  276.77
   17.70,   25.07,  276.81
   17.75,   25.07,  276.85
   17.81,   25.07,  276.89
   17.86,   25.07,  276.93
   17.91,   25.06,  276.97
   17.95,   25.06,  277.00
   18.00,   25.06,  277.04
   18.04,   25.06,  277.08
   18.09,   25.06,  277.12
   18.13,   25.06,  277.16
   18.17,   25.06,  277.20
   18.20,   25.06,  277.24
   18.24,   25.05,  277.28
   18.27,   25.05,  277.31
   18.31,   25.05,  277.35
   18.34,   25.05,  277.39
   18.37,   25.05,  277.43
   18.39,   25.05,  277.47
   18.42,   25.05,  277.51
   18.44,   25.04,  277.55
   18.46,   25.04,  277.58
   18.48,   25.04,  277.62
   18.50,   25.04,  277.66
   18.51,   25.04,  277.70
   18.52,   25.04,  277.74
   18.53,   25.03,  277.78
   18.54,   25.03,  277.82
   18.55,   25.03,  277.86
   18.56,   25.03,  277.89
   18.56,   25.03,  277.93
   18.56,   25.03,  277.97
   18.56,   25.02,  278.01
   18.55,   25.02,  278.05
   18.55,   25.02,  278.09
   18.53,   25.02,  278.13
   18.52,   25.02,  278.17
   18.50,   25.01,  278.20
   18.48,   25.01,  278.24
   18.46,   25.01,  278.28
   18.42,   25.01,  278.32
   18.40,   25.01,  278.36
   18.39,   25.01,  278.40
   18.38,   25.00,  278.44
   18.37,   25.00,  278.47
   18.36,   25.00,  278.51
   18.33,   25.00,  278.55
   18.28,   25.00,  278.59
   18.21,   24.99,  278.63
   18.13,   24.99,  278.67
   18.09,   24.99,  278.71
   18.08,   24.99,  278.74
   18.06,   24.99,  278.78
   18.03,   24.98,  278.82
   17.98,   24.98,  278.86
   17.93,   24.98,  278.90
   17.88,   24.98,  278.94
   17.84,   24.97,  278.98
   17.79,   24.97,  279.02
   17.74,   24.97,  279.05
   17.68,   24.97,  279.09
   17.62,   24.97,  279.13
   17.57,   24.96,  279.17
   17.52,   24.96,  279.21
   17.49,   24.96,  279.25
   17.56,   24.96,  279.29
   17.98,   24.95,  279.32
   18.13,   24.95,  279.36
   17.97,   24.95,  279.40
   17.68,   24.95,  279.44
   17.37,   24.94,  279.48
   16.88,   24.94,  279.52
   16.82,   24.94,  279.56
   16.73,   24.94,  279.59
   16.66,   24.93,  279.63
   16.58,   24.93,  279.67
   16.60,   24.93,  279.71
   16.73,   24.93,  279.75
   16.86,   24.92,  279.79
   16.99,   24.92,  279.83
   17.11,   24.92,  279.86
   17.23,   24.92,  279.90
   17.35,   24.91,  279.94
   17.47,   24.91,  279.98
   17.58,   24.91,  280.02
   17.68,   24.91,  280.06
   17.78,   24.90,  280.10
   17.88,   24.90,  280.13
   17.97,   24.90,  280.17
   18.06,   24.90,  280.21
   18.14,   24.89,  280.25
   18.21,   24.89,  280.29
   18.29,   24.89,  280.33
   18.35,   24.89,  280.37
   18.41,   24.88,  280.40
   18.47,   24.88,  280.44
   18.51,   24.88,  280.48
   18.56,   24.87,  280.52
   18.59,   24.87,  280.56
   18.61,   24.87,  280.60
   18.63,   24.87,  280.64
   18.65,   24.86,  280.67
   18.65,   24.86,  280.71
   18.66,   24.86,  280.75
   18.65,   24.85,  280.79
   18.64,   24.85,  280.83
   18.62,   24.85,  280.87
   18.60,   24.84,  280.91
   18.57,   24.84,  280.94
   18.54,   24.84,  280.98
   18.50,   24.84,  281.02
   18.46,   24.83,  281.06
   18.41,   24.83,  281.10
   18.35,   24.83,  281.14
   18.29,   24.82,  281.17
   18.22,   24.82,  281.21
   18.15,   24.82,  281.25
   18.08,   24.81,  281.29
   18.00,   24.81,  281.33
   17.92,   24.81,  281.37
   17.84,   24.80,  281.41
   17.75,   24.80,  281.44
   17.65,   24.80,  281.48
   17.55,   24.79,  281.52
   17.44,   24.79,  281.56
   17.38,   24.79,  281.60
   17.18,   24.78,  281.64
   18.03,   24.78,  281.67
   17.42,   24.78,  281.71
   17.80,   24.77,  281.75
   14.74,   24.77,  281.79
   11.11,   24.77,  281.83
   11.92,   24.76,  281.87
    9.97,   24.76,  281.90
    9.88,   24.76,  281.94
   10.01,   24.75,  281.98
   13.50,   24.75,  282.02
   11.47,   24.75,  282.06
   10.18,   24.74,  282.10
   13.27,   24.74,  282.14
   14.84,   24.74,  282.17
   14.71,   24.73,  282.21
   14.61,   24.73,  282.25
   14.60,   24.72,  282.29
   14.68,   24.72,  282.33
   14.58,   24.72,  282.37
   14.39,   24.71,  282.40
   14.21,   24.71,  282.44
   14.04,   24.71,  282.48
   13.88,   24.70,  282.52
   13.71,   24.70,  282.56
   13.55,   24.70,  282.60
   13.38,   24.69,  282.63
   13.22,   24.69,  282.67
   13.05,   24.68,  282.71
   12.88,   24.68,  282.75
   12.71,   24.68,  282.79
   12.55,   24.67,  282.83
   12.38,   24.67,  282.86
   12.21,   24.66,  282.90
   12.05,   24.66,  282.94
   11.88,   24.66,  282.98
   11.72,   24.65,  283.02
   11.55,   24.65,  283.06
   11.39,   24.65,  283.09
   11.22,   24.64,  283.13
   11.24,   24.64,  283.17
   11.14,   24.63,  283.21
   10.81,   24.63,  283.25
   10.59,   24.63,  283.28
   10.42,   24.62,  283.32
   10.26,   24.62,  283.36
   10.11,   24.61,  283.40
    9.95,   24.61,  283.44
    9.80,   24.60,  283.48
    9.64,   24.60,  283.51
    9.49,   24.60,  283.55
    9.34,   24.59,  283.59
    9.19,   24.59,  283.63
    9.04,   24.58,  283.67
    8.90,   24.58,  283.71
    8.75,   24.58,  283.74
    8.61,   24.57,  283.78
    8.42,   24.57,  283.82
    8.31,   24.56,  283.86
    8.19,   24.56,  283.90
    8.05,   24.55,  283.93
    7.92,   24.55,  283.97
    7.78,   24.55,  284.01
    7.65,   24.54,  284.05
    7.52,   24.54,  284.09
    7.39,   24.53,  284.13
    7.27,   24.53,  284.16
    7.14,   24.52,  284.20
    7.02,   24.52,  284.24
    6.90,   24.51,  284.28
    6.77,   24.51,  284.32
    6.61,   24.51,  284.35
    6.56,   24.50,  284.39
    6.42,   24.50,  284.43
    6.28,   24.49,  284.47
    6.19,   24.49,  284.51
  -99.00,   24.48,  284.54
  -99.00,   24.48,  284.58
  -99.00,   24.47,  284.62
  -99.00,   24.47,  284.66
  -99.00,   24.46,  284.70
  -99.00,   24.46,  284.74
  -99.00,   24.45,  284.77
  -99.00,   24.45,  284.81
  -99.00,   24.45,  284.85
  -99.00,   24.44,  284.89
  -99.00,   24.44,  284.93
  -99.00,   24.43,  284.96
  -99.00,   24.43,  285.00
  -99.00,   24.42,  285.04
  -99.00,   24.42,  285.08
  -99.00,   24.41,  285.12
  -99.00,   24.41,  285.15
  -99.00,   24.40,  285.19
  -99.00,   24.40,  285.23
  -99.00,   24.39,  285.27
  -99.00,   24.39,  285.31
  -99.00,   24.38,  285.34
  -99.00,   24.38,  285.38
  -99.00,   24.37,  285.42
  -99.00,   24.37,  285.46
  -99.00,   24.36,  285.50
  -99.00,   24.36,  285.53
  -99.00,   24.35,  285.57
  -99.00,   24.35,  285.61
  -99.00,   24.34,  285.65
  -99.00,   24.34,  285.69
  -99.00,   24.33,  285.72
  -99.00,   24.33,  285.76
  -99.00,   24.32,  285.80
  -99.00,   24.32,  285.84
  -99.00,   24.31,  285.88
  -99.00,   24.31,  285.91
  -99.00,   24.30,  285.95
  -99.00,   24.30,  285.99
  -99.00,   24.29,  286.03
  -99.00,   24.29,  286.07
  -99.00,   24.28,  286.10
  -99.00,   24.28,  286.14
  -99.00,   24.27,  286.18
  -99.00,   24.26,  286.22
  -99.00,   24.26,  286.25
  -99.00,   24.25,  286.29
  -99.00,   24.25,  286.33
  -99.00,   24.24,  286.37
  -99.00,   24.24,  286.41
  -99.00,   24.23,  286.44
  -99.00,   24.23,  286.48
  -99.00,   25.09,  270.76
  -99.00,   25.09,  270.80
  -99.00,   25.09,  270.84
  -99.00,   25.09,  270.88
  -99.00,   25.10,  270.92
  -99.00,   25.10,  270.96
  -99.00,   25.10,  270.99
  -99.00,   25.10,  271.03
  -99.00,   25.10,  271.07
  -99.00,   25.10,  271.11
  -99.00,   25.10,  271.15
  -99.00,   25.11,  271.19
  -99.00,   25.11,  271.23
  -99.00,   25.11,  271.27
  -99.00,   25.11,  271.30
  -99.00,   25.11,  271.34
  -99.00,   25.11,  271.38
  -99.00,   25.11,  271.42
  -99.00,   25.11,  271.46
  -99.00,   25.11,  271.50
  -99.00,   25.12,  271.54
  -99.00,   25.12,  271.58
  -99.00,   25.12,  271.61
  -99.00,   25.12,  271.65
  -99.00,   25.12,  271.69
  -99.00,   25.12,  271.73
  -99.00,   25.12,  271.77
  -99.00,   25.12,  271.81
  -99.00,   25.12,  271.85
  -99.00,   25.12,  271.89
  -99.00,   25.13,  271.92
  -99.00,   25.13,  271.96
  -99.00,   25.13,  272.00
  -99.00,   25.13,  272.04
  -99.00,   25.13,  272.08
  -99.00,   25.13,  272.12
  -99.00,   25.13,  272.16
  -99.00,   25.13,  272.20
  -99.00,   25.13,  272.23
  -99.00,   25.13,  272.27
  -99.00,   25.13,  272.31
  -99.00,   25.13,  272.35
  -99.00,   25.14,  272.39
  -99.00,   25.14,  272.43
  -99.00,   25.14,  272.47
  -99.00,   25.14,  272.51
  -99.00,   25.14,  272.55
  -99.00,   25.14,  272.58
  -99.00,   25.14,  272.62
  -99.00,   25.14,  272.66
  -99.00,   25.14,  272.70
    9.27,   25.14,  272.74
    9.37,   25.14,  272.78
    9.44,   25.14,  272.82
    9.51,   25.14,  272.86
    9.66,   25.14,  272.89
    9.76,   25.14,  272.93
    9.83,   25.14,  272.97
    9.91,   25.14,  273.01
    9.99,   25.14,  273.05
   10.06,   25.15,  273.09
   10.14,   25.15,  273.13
   10.22,   25.15,  273.17
   10.30,   25.15,  273.20
   10.38,   25.15,  273.24
   10.46,   25.15,  273.28
   10.54,   25.15,  273.32
   10.61,   25.15,  273.36
   10.69,   25.15,  273.40
   10.78,   25.15,  273.44
   10.86,   25.15,  273.48
   10.95,   25.15,  273.52
   11.03,   25.15,  273.55
   11.12,   25.15,  273.59
   11.20,   25.15,  273.63
   11.27,   25.15,  273.67
   11.36,   25.15,  273.71
   11.45,   25.15,  273.75
   11.54,   25.15,  273.79
   11.63,   25.15,  273.83
   11.72,   25.15,  273.86
   11.81,   25.15,  273.90
   11.91,   25.15,  273.94
   12.00,   25.15,  273.98
   12.09,   25.15,  274.02
   12.18,   25.15,  274.06
   12.27,   25.15,  274.10
   12.36,   25.15,  274.14
   12.45,   25.15,  274.17
   12.54,   25.15,  274.21
   12.63,   25.15,  274.25
   12.72,   25.15,  274.29
   12.81,   25.15,  274.33
   12.90,   25.15,  274.37
   12.99,   25.15,  274.41
   13.08,   25.15,  274.45
   13.17,   25.15,  274.48
   13.26,   25.15,  274.52
   13.35,   25.15,  274.56
   13.44,   25.15,  274.60
   13.52,   25.15,  274.64
   13.61,   25.15,  274.68
   13.70,   25.15,  274.72
   13.79,   25.15,  274.76
   13.87,   25.15,  274.80
   13.96,   25.15,  274.83
   14.04,   25.15,  274.87
   14.14,   25.15,  274.91
   14.23,   25.14,  274.95
   14.32,   25.14,  274.99
   14.41,   25.14,  275.03
   14.50,   25.14,  275.07
   14.58,   25.14,  275.11
   14.67,   25.14,  275.14
   14.76,   25.14,  275.18
   14.85,   25.14,  275.22
   14.93,   25.14,  275.26
   15.02,   25.14,  275.30
   15.11,   25.14,  275.34
   15.19,   25.14,  275.38
   15.27,   25.14,  275.42
   15.36,   25.14,  275.45
   15.44,   25.14,  275.49
   15.52,   25.14,  275.53
   15.61,   25.14,  275.57
   15.69,   25.14,  275.61
   15.77,   25.13,  275.65
   15.85,   25.13,  275.69
   15.93,   25.13,  275.73
   16.01,   25.13,  275.77
   16.09,   25.13,  275.80
   16.17,   25.13,  275.84
   16.25,   25.13,  275.88
   16.33,   25.13,  275.92
   16.40,   25.13,  275.96
   16.48,   25.13,  276.00
   16.56,   25.13,  276.04
   16.63,   25.13,  276.08
   16.70,   25.12,  276.11
   16.78,   25.12,  276.15
   16.85,   25.12,  276.19
   16.92,   25.12,  276.23
   16.99,   25.12,  276.27
   17.05,   25.12,  276.31
   17.12,   25.12,  276.35
   17.19,   25.12,  276.39
   17.25,   25.12,  276.42
   17.31,   25.12,  276.46
   17.37,   25.11,  276.50
   17.43,   25.11,  276.54
   17.50,   25.11,  276.58
   17.56,   25.11,  276.62
   17.63,   25.11,  276.66
   17.69,   25.11,  276.70
   17.75,   25.11,  276.73
   17.80,   25.11,  276.77
   17.86,   25.11,  276.81
   17.91,   25.10,  276.85
   17.97,   25.10,  276.89
   18.02,   25.10,  276.93
   18.07,   25.10,  276.97
   18.12,   25.10,  277.01
   18.16,   25.10,  277.04
   18.21,   25.10,  277.08
   18.25,   25.09,  277.12
   18.30,   25.09,  277.16
   18.34,   25.09,  277.20
   18.37,   25.09,  277.24
   18.41,   25.09,  277.28
   18.45,   25.09,  277.32
   18.48,   25.09,  277.35
   18.51,   25.08,  277.39
   18.54,   25.08,  277.43
   18.57,   25.08,  277.47
   18.59,   25.08,  277.51
   18.62,   25.08,  277.55
   18.64,   25.08,  277.59
   18.66,   25.08,  277.63
   18.67,   25.07,  277.66
   18.69,   25.07,  277.70
   18.70,   25.07,  277.74
   18.71,   25.07,  277.78
   18.73,   25.07,  277.82
   18.73,   25.07,  277.86
   18.74,   25.06,  277.90
   18.74,   25.06,  277.93
   18.74,   25.06,  277.97
   18.74,   25.06,  278.01
   18.74,   25.06,  278.05
   18.73,   25.06,  278.09
   18.72,   25.05,  278.13
   18.71,   25.05,  278.17
   18.69,   25.05,  278.21
   18.67,   25.05,  278.24
   18.65,   25.05,  278.28
   18.62,   25.04,  278.32
   18.59,   25.04,  278.36
   18.57,   25.04,  278.40
   18.56,   25.04,  278.44
   18.55,   25.04,  278.48
   18.54,   25.03,  278.52
   18.51,   25.03,  278.55
   18.47,   25.03,  278.59
   18.40,   25.03,  278.63
   18.33,   25.03,  278.67
   18.28,   25.02,  278.71
   18.26,   25.02,  278.75
   18.25,   25.02,  278.79
   18.22,   25.02,  278.82
   18.23,   25.02,  278.86
   18.21,   25.01,  278.90
   18.17,   25.01,  278.94
   18.12,   25.01,  278.98
   18.06,   25.01,  279.02
   17.98,   25.01,  279.06
   17.86,   25.00,  279.10
   17.80,   25.00,  279.13
   17.73,   25.00,  279.17
   17.69,   25.00,  279.21
   17.64,   24.99,  279.25
   17.60,   24.99,  279.29
   17.70,   24.99,  279.33
   18.11,   24.99,  279.37
   18.25,   24.98,  279.40
   18.07,   24.98,  279.44
   17.80,   24.98,  279.48
   17.47,   24.98,  279.52
   16.98,   24.97,  279.56
   16.91,   24.97,  279.60
   16.82,   24.97,  279.64
   16.79,   24.97,  279.67
   16.91,   24.96,  279.71
   17.04,   24.96,  279.75
   17.17,   24.96,  279.79
   17.30,   24.96,  279.83
   17.42,   24.95,  279.87
   17.55,   24.95,  279.91
   17.67,   24.95,  279.94
   17.79,   24.95,  279.98
   17.90,   24.94,  280.02
   18.01,   24.94,  280.06
   18.11,   24.94,  280.10
   18.21,   24.94,  280.14
   18.30,   24.93,  280.18
   18.39,   24.93,  280.21
   18.48,   24.93,  280.25
   18.55,   24.93,  280.29
   18.63,   24.92,  280.33
   18.69,   24.92,  280.37
   18.76,   24.92,  280.41
   18.81,   24.91,  280.45
   18.86,   24.91,  280.48
   18.91,   24.91,  280.52
   18.94,   24.91,  280.56
   18.97,   24.90,  280.60
   18.98,   24.90,  280.64
   19.00,   24.90,  280.68
   19.01,   24.89,  280.72
   19.01,   24.89,  280.75
   19.00,   24.89,  280.79
   18.99,   24.89,  280.83
   18.97,   24.88,  280.87
   18.95,   24.88,  280.91
   18.92,   24.88,  280.95
   18.89,   24.87,  280.99
   18.85,   24.87,  281.02
   18.80,   24.87,  281.06
   18.75,   24.86,  281.10
   18.69,   24.86,  281.14
   18.63,   24.86,  281.18
   18.56,   24.85,  281.22
   18.49,   24.85,  281.25
   18.41,   24.85,  281.29
   18.34,   24.85,  281.33
   18.25,   24.84,  281.37
   18.16,   24.84,  281.41
   18.07,   24.84,  281.45
   17.97,   24.83,  281.49
   17.87,   24.83,  281.52
   17.76,   24.83,  281.56
   17.66,   24.82,  281.60
   17.53,   24.82,  281.64
   17.46,   24.82,  281.68
   18.32,   24.81,  281.72
   15.52,   24.81,  281.75
   14.43,   24.81,  281.79
   13.55,   24.80,  281.83
   10.52,   24.80,  281.87
   12.14,   24.80,  281.91
   10.19,   24.79,  281.95
    9.87,   24.79,  281.99
   10.50,   24.78,  282.02
   13.90,   24.78,  282.06
   12.50,   24.78,  282.10
   13.94,   24.77,  282.14
   14.71,   24.77,  282.18
   15.21,   24.77,  282.22
   15.06,   24.76,  282.25
   14.95,   24.76,  282.29
   14.93,   24.76,  282.33
   14.80,   24.75,  282.37
   14.61,   24.75,  282.41
   14.44,   24.75,  282.45
   14.27,   24.74,  282.48
   14.10,   24.74,  282.52
   13.93,   24.73,  282.56
   13.76,   24.73,  282.60
   13.59,   24.73,  282.64
   13.42,   24.72,  282.68
   13.25,   24.72,  282.71
   13.08,   24.72,  282.75
   12.91,   24.71,  282.79
   12.74,   24.71,  282.83
   12.57,   24.70,  282.87
   12.40,   24.70,  282.91
   12.23,   24.70,  282.94
   12.06,   24.69,  282.98
   11.89,   24.69,  283.02
   11.72,   24.68,  283.06
   11.56,   24.68,  283.10
   11.39,   24.68,  283.14
   11.28,   24.67,  283.17
   11.15,   24.67,  283.21
   10.94,   24.66,  283.25
   10.74,   24.66,  283.29
   10.57,   24.66,  283.33
   10.41,   24.65,  283.37
   10.25,   24.65,  283.40
   10.09,   24.64,  283.44
    9.93,   24.64,  283.48
    9.78,   24.64,  283.52
    9.62,   24.63,  283.56
    9.47,   24.63,  283.60
    9.32,   24.62,  283.63
    9.17,   24.62,  283.67
    9.02,   24.61,  283.71
    8.87,   24.61,  283.75
    8.73,   24.61,  283.79
    8.70,   24.60,  283.82
    8.50,   24.60,  283.86
    8.31,   24.59,  283.90
    8.16,   24.59,  283.94
    8.02,   24.58,  283.98
    7.89,   24.58,  284.02
    7.76,   24.58,  284.05
    7.62,   24.57,  284.09
    7.49,   24.57,  284.13
    7.36,   24.56,  284.17
    7.23,   24.56,  284.21
    7.11,   24.55,  284.24
    6.98,   24.55,  284.28
    6.83,   24.54,  284.32
    6.63,   24.54,  284.36
    6.21,   24.54,  284.40
    6.33,   24.53,  284.44
    6.33,   24.53,  284.47
    6.27,   24.52,  284.51
  -99.00,   24.52,  284.55
  -99.00,   24.51,  284.59
  -99.00,   24.51,  284.63
  -99.00,   24.50,  284.66
  -99.00,   24.50,  284.70
  -99.00,   24.49,  284.74
  -99.00,   24.49,  284.78
  -99.00,   24.48,  284.82
  -99.00,   24.48,  284.85
  -99.00,   24.48,  284.89
  -99.00,   24.47,  284.93
  -99.00,   24.47,  284.97
  -99.00,   24.46,  285.01
  -99.00,   24.46,  285.05
  -99.00,   24.45,  285.08
  -99.00,   24.45,  285.12
  -99.00,   24.44,  285.16
  -99.00,   24.44,  285.20
  -99.00,   24.43,  285.24
  -99.00,   24.43,  285.27
  -99.00,   24.42,  285.31
  -99.00,   24.42,  285.35
  -99.00,   24.41,  285.39
  -99.00,   24.41,  285.43
  -99.00,   24.40,  285.46
  -99.00,   24.40,  285.50
  -99.00,   24.39,  285.54
  -99.00,   24.39,  285.58
  -99.00,   24.38,  285.62
  -99.00,   24.38,  285.65
  -99.00,   24.37,  285.69
  -99.00,   24.37,  285.73
  -99.00,   24.36,  285.77
  -99.00,   24.36,  285.81
  -99.00,   24.35,  285.84
  -99.00,   24.35,  285.88
  -99.00,   24.34,  285.92
  -99.00,   24.34,  285.96
  -99.00,   24.33,  286.00
  -99.00,   24.33,  286.03
  -99.00,   24.32,  286.07
  -99.00,   24.31,  286.11
  -99.00,   24.31,  286.15
